,city,status,type,avg,day,max,min,air_quality_index,data_collection_time,data_collection_date
1885,abudhabi,unhealthy for sensitive groups,pm10,156,2021-09-02,188,110,98.0,19:33:25,30-08-21
1886,abudhabi,unhealthy for sensitive groups,pm10,126,2021-09-03,215,79,98.0,19:33:25,30-08-21
1887,abudhabi,unhealthy for sensitive groups,pm10,76,2021-09-04,110,75,98.0,19:33:25,30-08-21
1888,abudhabi,unhealthy for sensitive groups,pm25,143,2021-08-28,171,115,98.0,19:33:25,30-08-21
1889,abudhabi,unhealthy for sensitive groups,pm25,166,2021-08-29,192,119,98.0,19:33:25,30-08-21
1890,abudhabi,unhealthy for sensitive groups,pm25,183,2021-08-30,203,171,98.0,19:33:25,30-08-21
1891,abudhabi,unhealthy for sensitive groups,pm25,166,2021-08-31,172,159,98.0,19:33:25,30-08-21
1892,abudhabi,unhealthy for sensitive groups,pm25,176,2021-09-01,192,153,98.0,19:33:25,30-08-21
1893,abudhabi,unhealthy for sensitive groups,pm25,157,2021-09-02,164,148,98.0,19:33:25,30-08-21
1894,abudhabi,unhealthy for sensitive groups,pm25,152,2021-09-03,175,114,98.0,19:33:25,30-08-21
1895,abudhabi,unhealthy for sensitive groups,pm25,107,2021-09-04,150,105,98.0,19:33:25,30-08-21
1896,tokyo,good,uvi,2,2021-08-30,7,0,32.0,19:33:27,30-08-21
1897,tokyo,good,uvi,1,2021-08-31,4,0,32.0,19:33:27,30-08-21
1898,tokyo,good,uvi,0,2021-09-01,2,0,32.0,19:33:27,30-08-21
1899,tokyo,good,uvi,0,2021-09-02,2,0,32.0,19:33:27,30-08-21
1900,tokyo,good,uvi,1,2021-09-03,2,0,32.0,19:33:27,30-08-21
1901,tokyo,good,uvi,0,2021-09-04,1,0,32.0,19:33:27,30-08-21
1902,tokyo,good,o3,16,2021-08-28,63,1,32.0,19:33:27,30-08-21
1903,tokyo,good,o3,14,2021-08-29,27,5,32.0,19:33:27,30-08-21
1904,tokyo,good,o3,13,2021-08-30,41,2,32.0,19:33:27,30-08-21
1905,tokyo,good,o3,9,2021-08-31,14,6,32.0,19:33:27,30-08-21
1906,tokyo,good,o3,8,2021-09-01,14,3,32.0,19:33:27,30-08-21
1907,tokyo,good,o3,5,2021-09-02,11,1,32.0,19:33:27,30-08-21
1908,tokyo,good,o3,4,2021-09-03,12,1,32.0,19:33:27,30-08-21
1909,tokyo,good,o3,7,2021-09-04,9,6,32.0,19:33:27,30-08-21
1910,tokyo,good,pm10,61,2021-08-29,87,46,32.0,19:33:27,30-08-21
1911,tokyo,good,pm10,64,2021-08-30,97,46,32.0,19:33:27,30-08-21
1912,tokyo,good,pm10,48,2021-08-31,57,37,32.0,19:33:27,30-08-21
1913,tokyo,good,pm10,39,2021-09-01,46,28,32.0,19:33:27,30-08-21
1914,tokyo,good,pm10,26,2021-09-02,37,22,32.0,19:33:27,30-08-21
1915,tokyo,good,pm10,30,2021-09-03,33,19,32.0,19:33:27,30-08-21
1916,tokyo,good,pm10,27,2021-09-04,34,19,32.0,19:33:27,30-08-21
1917,tokyo,good,pm10,28,2021-09-05,34,19,32.0,19:33:27,30-08-21
1918,tokyo,good,pm25,155,2021-08-29,189,138,32.0,19:33:27,30-08-21
1919,tokyo,good,pm25,156,2021-08-30,191,138,32.0,19:33:27,30-08-21
1920,tokyo,good,pm25,125,2021-08-31,157,89,32.0,19:33:27,30-08-21
1921,tokyo,good,pm25,92,2021-09-01,114,78,32.0,19:33:27,30-08-21
1922,tokyo,good,pm25,76,2021-09-02,89,68,32.0,19:33:27,30-08-21
1923,tokyo,good,pm25,94,2021-09-03,102,68,32.0,19:33:27,30-08-21
1924,tokyo,good,pm25,81,2021-09-04,102,42,32.0,19:33:27,30-08-21
1925,tokyo,good,pm25,84,2021-09-05,102,61,32.0,19:33:27,30-08-21
1926,mumbai,unhealthy for sensitive groups,uvi,1,2021-08-28,7,0,128.0,19:33:30,30-08-21
1927,mumbai,unhealthy for sensitive groups,uvi,1,2021-08-29,6,0,128.0,19:33:30,30-08-21
1928,mumbai,unhealthy for sensitive groups,uvi,1,2021-08-30,3,0,128.0,19:33:30,30-08-21
1929,mumbai,unhealthy for sensitive groups,uvi,0,2021-08-31,2,0,128.0,19:33:30,30-08-21
1930,mumbai,unhealthy for sensitive groups,uvi,0,2021-09-01,3,0,128.0,19:33:30,30-08-21
1931,mumbai,unhealthy for sensitive groups,uvi,1,2021-09-02,5,0,128.0,19:33:30,30-08-21
1932,mumbai,unhealthy for sensitive groups,uvi,2,2021-09-03,8,0,128.0,19:33:30,30-08-21
1933,mumbai,unhealthy for sensitive groups,uvi,0,2021-09-04,0,0,128.0,19:33:30,30-08-21
1934,mumbai,unhealthy for sensitive groups,o3,2,2021-08-28,11,1,128.0,19:33:30,30-08-21
1935,mumbai,unhealthy for sensitive groups,o3,2,2021-08-29,8,1,128.0,19:33:30,30-08-21
1936,mumbai,unhealthy for sensitive groups,o3,1,2021-08-30,2,1,128.0,19:33:30,30-08-21
1937,mumbai,unhealthy for sensitive groups,o3,3,2021-08-31,5,3,128.0,19:33:30,30-08-21
1938,mumbai,unhealthy for sensitive groups,o3,4,2021-09-01,7,3,128.0,19:33:30,30-08-21
1939,mumbai,unhealthy for sensitive groups,o3,5,2021-09-02,10,4,128.0,19:33:30,30-08-21
1940,mumbai,unhealthy for sensitive groups,o3,5,2021-09-03,9,4,128.0,19:33:30,30-08-21
1941,mumbai,unhealthy for sensitive groups,o3,3,2021-09-04,6,3,128.0,19:33:30,30-08-21
1942,mumbai,unhealthy for sensitive groups,pm10,62,2021-08-28,73,46,128.0,19:33:30,30-08-21
1943,mumbai,unhealthy for sensitive groups,pm10,85,2021-08-29,123,73,128.0,19:33:30,30-08-21
1944,mumbai,unhealthy for sensitive groups,pm10,101,2021-08-30,123,73,128.0,19:33:30,30-08-21
1945,mumbai,unhealthy for sensitive groups,pm10,72,2021-08-31,110,60,128.0,19:33:30,30-08-21
1946,mumbai,unhealthy for sensitive groups,pm10,58,2021-09-01,65,58,128.0,19:33:30,30-08-21
1947,mumbai,unhealthy for sensitive groups,pm10,47,2021-09-02,58,46,128.0,19:33:30,30-08-21
1948,mumbai,unhealthy for sensitive groups,pm10,50,2021-09-03,54,46,128.0,19:33:30,30-08-21
1949,mumbai,unhealthy for sensitive groups,pm10,46,2021-09-04,46,46,128.0,19:33:30,30-08-21
1950,mumbai,unhealthy for sensitive groups,pm10,46,2021-09-05,46,28,128.0,19:33:30,30-08-21
1951,mumbai,unhealthy for sensitive groups,pm25,123,2021-08-28,138,89,128.0,19:33:30,30-08-21
1952,mumbai,unhealthy for sensitive groups,pm25,146,2021-08-29,159,138,128.0,19:33:30,30-08-21
1953,mumbai,unhealthy for sensitive groups,pm25,149,2021-08-30,159,138,128.0,19:33:30,30-08-21
1954,mumbai,unhealthy for sensitive groups,pm25,146,2021-08-31,159,138,128.0,19:33:30,30-08-21
1955,mumbai,unhealthy for sensitive groups,pm25,138,2021-09-01,138,138,128.0,19:33:30,30-08-21
1956,mumbai,unhealthy for sensitive groups,pm25,93,2021-09-02,138,89,128.0,19:33:30,30-08-21
1957,mumbai,unhealthy for sensitive groups,pm25,105,2021-09-03,138,89,128.0,19:33:30,30-08-21
1958,mumbai,unhealthy for sensitive groups,pm25,101,2021-09-04,138,84,128.0,19:33:30,30-08-21
1959,mumbai,unhealthy for sensitive groups,pm25,109,2021-09-05,138,71,128.0,19:33:30,30-08-21
1960,singapore,unhealthy for sensitive groups,uvi,1,2021-08-30,6,0,53.0,19:33:33,30-08-21
1961,singapore,unhealthy for sensitive groups,uvi,1,2021-08-31,8,0,53.0,19:33:33,30-08-21
1962,singapore,unhealthy for sensitive groups,uvi,1,2021-09-01,10,0,53.0,19:33:33,30-08-21
1963,singapore,unhealthy for sensitive groups,uvi,1,2021-09-02,10,0,53.0,19:33:33,30-08-21
1964,singapore,unhealthy for sensitive groups,uvi,1,2021-09-03,11,0,53.0,19:33:33,30-08-21
1965,singapore,unhealthy for sensitive groups,uvi,0,2021-09-04,1,0,53.0,19:33:33,30-08-21
1966,singapore,unhealthy for sensitive groups,o3,11,2021-08-28,22,6,53.0,19:33:33,30-08-21
1967,singapore,unhealthy for sensitive groups,o3,7,2021-08-29,11,6,53.0,19:33:33,30-08-21
1968,singapore,unhealthy for sensitive groups,o3,5,2021-08-30,9,1,53.0,19:33:33,30-08-21
1969,singapore,unhealthy for sensitive groups,o3,3,2021-08-31,10,1,53.0,19:33:33,30-08-21
1970,singapore,unhealthy for sensitive groups,o3,5,2021-09-01,7,4,53.0,19:33:33,30-08-21
1971,singapore,unhealthy for sensitive groups,o3,6,2021-09-02,8,5,53.0,19:33:33,30-08-21
1972,singapore,unhealthy for sensitive groups,o3,4,2021-09-03,8,2,53.0,19:33:33,30-08-21
1973,singapore,unhealthy for sensitive groups,o3,6,2021-09-04,8,3,53.0,19:33:33,30-08-21
1974,singapore,unhealthy for sensitive groups,pm10,24,2021-08-29,28,16,53.0,19:33:33,30-08-21
1975,singapore,unhealthy for sensitive groups,pm10,25,2021-08-30,31,20,53.0,19:33:33,30-08-21
1976,singapore,unhealthy for sensitive groups,pm10,29,2021-08-31,46,16,53.0,19:33:33,30-08-21
1977,singapore,unhealthy for sensitive groups,pm10,26,2021-09-01,46,19,53.0,19:33:33,30-08-21
1978,singapore,unhealthy for sensitive groups,pm10,26,2021-09-02,34,19,53.0,19:33:33,30-08-21
1979,singapore,unhealthy for sensitive groups,pm10,29,2021-09-03,42,21,53.0,19:33:33,30-08-21
1980,singapore,unhealthy for sensitive groups,pm10,32,2021-09-04,46,22,53.0,19:33:33,30-08-21
1981,singapore,unhealthy for sensitive groups,pm10,22,2021-09-05,27,20,53.0,19:33:33,30-08-21
1982,singapore,unhealthy for sensitive groups,pm25,80,2021-08-29,89,59,53.0,19:33:33,30-08-21
1983,singapore,unhealthy for sensitive groups,pm25,86,2021-08-30,106,69,53.0,19:33:33,30-08-21
1984,singapore,unhealthy for sensitive groups,pm25,102,2021-08-31,138,69,53.0,19:33:33,30-08-21
1985,singapore,unhealthy for sensitive groups,pm25,87,2021-09-01,138,68,53.0,19:33:33,30-08-21
1986,singapore,unhealthy for sensitive groups,pm25,89,2021-09-02,113,68,53.0,19:33:33,30-08-21
1987,singapore,unhealthy for sensitive groups,pm25,98,2021-09-03,129,80,53.0,19:33:33,30-08-21
1988,singapore,unhealthy for sensitive groups,pm25,122,2021-09-04,153,76,53.0,19:33:33,30-08-21
1989,singapore,unhealthy for sensitive groups,pm25,73,2021-09-05,85,69,53.0,19:33:33,30-08-21
1990,london,good,uvi,1,2021-08-07,4,0,46.0,19:33:35,30-08-21
1991,london,good,uvi,1,2021-08-08,3,0,46.0,19:33:35,30-08-21
1992,london,good,uvi,1,2021-08-09,3,0,46.0,19:33:35,30-08-21
1993,london,good,uvi,1,2021-08-10,4,0,46.0,19:33:35,30-08-21
1994,london,good,uvi,1,2021-08-11,4,0,46.0,19:33:35,30-08-21
1995,london,good,uvi,1,2021-08-12,4,0,46.0,19:33:35,30-08-21
1996,london,good,uvi,1,2021-08-13,3,0,46.0,19:33:35,30-08-21
1997,london,good,o3,22,2021-08-28,31,17,46.0,19:33:35,30-08-21
1998,london,good,o3,21,2021-08-29,34,9,46.0,19:33:35,30-08-21
1999,london,good,o3,26,2021-08-30,30,24,46.0,19:33:35,30-08-21
2000,london,good,o3,26,2021-08-31,30,24,46.0,19:33:35,30-08-21
2001,london,good,o3,25,2021-09-01,30,23,46.0,19:33:35,30-08-21
2002,london,good,o3,25,2021-09-02,32,20,46.0,19:33:35,30-08-21
2003,london,good,o3,15,2021-09-03,15,14,46.0,19:33:35,30-08-21
2004,london,good,pm10,9,2021-08-28,13,7,46.0,19:33:35,30-08-21
2005,london,good,pm10,10,2021-08-29,14,5,46.0,19:33:35,30-08-21
2006,london,good,pm10,10,2021-08-30,13,8,46.0,19:33:35,30-08-21
2007,london,good,pm10,11,2021-08-31,13,9,46.0,19:33:35,30-08-21
2008,london,good,pm10,13,2021-09-01,14,11,46.0,19:33:35,30-08-21
2009,london,good,pm10,12,2021-09-02,15,9,46.0,19:33:35,30-08-21
2010,london,good,pm10,15,2021-09-03,15,14,46.0,19:33:35,30-08-21
2011,london,good,pm25,22,2021-08-28,26,18,46.0,19:33:35,30-08-21
2012,london,good,pm25,25,2021-08-29,39,14,46.0,19:33:35,30-08-21
2013,london,good,pm25,21,2021-08-30,25,17,46.0,19:33:35,30-08-21
2014,london,good,pm25,25,2021-08-31,28,19,46.0,19:33:35,30-08-21
2015,london,good,pm25,30,2021-09-01,35,24,46.0,19:33:35,30-08-21
2016,london,good,pm25,29,2021-09-02,33,23,46.0,19:33:35,30-08-21
2017,london,good,pm25,33,2021-09-03,33,33,46.0,19:33:35,30-08-21
2018,beijing,good,uvi,1,2021-08-30,3,0,37.0,19:33:38,30-08-21
2019,beijing,good,uvi,1,2021-08-31,6,0,37.0,19:33:38,30-08-21
2020,beijing,good,uvi,1,2021-09-01,5,0,37.0,19:33:38,30-08-21
2021,beijing,good,uvi,1,2021-09-02,5,0,37.0,19:33:38,30-08-21
2022,beijing,good,uvi,1,2021-09-03,5,0,37.0,19:33:38,30-08-21
2023,beijing,good,uvi,0,2021-09-04,0,0,37.0,19:33:38,30-08-21
2024,beijing,good,o3,1,2021-08-28,17,1,37.0,19:33:38,30-08-21
2025,beijing,good,o3,4,2021-08-29,44,1,37.0,19:33:38,30-08-21
2026,beijing,good,o3,2,2021-08-30,11,1,37.0,19:33:38,30-08-21
2027,beijing,good,o3,3,2021-08-31,21,1,37.0,19:33:38,30-08-21
2028,beijing,good,o3,1,2021-09-01,4,1,37.0,19:33:38,30-08-21
2029,beijing,good,o3,1,2021-09-02,22,1,37.0,19:33:38,30-08-21
2030,beijing,good,o3,2,2021-09-03,24,1,37.0,19:33:38,30-08-21
2031,beijing,good,o3,2,2021-09-04,5,1,37.0,19:33:38,30-08-21
2032,beijing,good,pm10,64,2021-08-29,73,53,37.0,19:33:38,30-08-21
2033,beijing,good,pm10,54,2021-08-30,58,46,37.0,19:33:38,30-08-21
2034,beijing,good,pm10,65,2021-08-31,72,58,37.0,19:33:38,30-08-21
2035,beijing,good,pm10,61,2021-09-01,73,46,37.0,19:33:38,30-08-21
2036,beijing,good,pm10,51,2021-09-02,58,46,37.0,19:33:38,30-08-21
2037,beijing,good,pm10,55,2021-09-03,58,46,37.0,19:33:38,30-08-21
2038,beijing,good,pm10,54,2021-09-04,57,48,37.0,19:33:38,30-08-21
2039,beijing,good,pm10,39,2021-09-05,46,22,37.0,19:33:38,30-08-21
2040,beijing,good,pm25,155,2021-08-29,173,138,37.0,19:33:38,30-08-21
2041,beijing,good,pm25,146,2021-08-30,158,138,37.0,19:33:38,30-08-21
2042,beijing,good,pm25,157,2021-08-31,159,138,37.0,19:33:38,30-08-21
2043,beijing,good,pm25,156,2021-09-01,173,135,37.0,19:33:38,30-08-21
2044,beijing,good,pm25,144,2021-09-02,158,132,37.0,19:33:38,30-08-21
2045,beijing,good,pm25,144,2021-09-03,158,132,37.0,19:33:38,30-08-21
2046,beijing,good,pm25,151,2021-09-04,158,138,37.0,19:33:38,30-08-21
2047,beijing,good,pm25,114,2021-09-05,134,68,37.0,19:33:38,30-08-21
2048,chennai,unhealthy for sensitive groups,uvi,2,2021-08-30,9,0,65.0,19:33:40,30-08-21
2049,chennai,unhealthy for sensitive groups,uvi,2,2021-08-31,8,0,65.0,19:33:40,30-08-21
2050,chennai,unhealthy for sensitive groups,uvi,2,2021-09-01,10,0,65.0,19:33:40,30-08-21
2051,chennai,unhealthy for sensitive groups,uvi,1,2021-09-02,7,0,65.0,19:33:40,30-08-21
2052,chennai,unhealthy for sensitive groups,uvi,1,2021-09-03,6,0,65.0,19:33:40,30-08-21
2053,chennai,unhealthy for sensitive groups,uvi,0,2021-09-04,0,0,65.0,19:33:40,30-08-21
2054,chennai,unhealthy for sensitive groups,o3,3,2021-08-28,14,1,65.0,19:33:40,30-08-21
2055,chennai,unhealthy for sensitive groups,o3,2,2021-08-29,8,1,65.0,19:33:40,30-08-21
2056,chennai,unhealthy for sensitive groups,o3,4,2021-08-30,15,1,65.0,19:33:40,30-08-21
2057,chennai,unhealthy for sensitive groups,o3,8,2021-08-31,22,1,65.0,19:33:40,30-08-21
2058,chennai,unhealthy for sensitive groups,o3,6,2021-09-01,12,1,65.0,19:33:40,30-08-21
2059,chennai,unhealthy for sensitive groups,o3,7,2021-09-02,25,2,65.0,19:33:40,30-08-21
2060,chennai,unhealthy for sensitive groups,o3,5,2021-09-03,18,2,65.0,19:33:40,30-08-21
2061,chennai,unhealthy for sensitive groups,o3,3,2021-09-04,3,1,65.0,19:33:40,30-08-21
2062,chennai,unhealthy for sensitive groups,pm10,34,2021-08-28,39,28,65.0,19:33:40,30-08-21
2063,chennai,unhealthy for sensitive groups,pm10,29,2021-08-29,45,27,65.0,19:33:40,30-08-21
2064,chennai,unhealthy for sensitive groups,pm10,35,2021-08-30,46,26,65.0,19:33:40,30-08-21
2065,chennai,unhealthy for sensitive groups,pm10,46,2021-08-31,46,46,65.0,19:33:40,30-08-21
2066,chennai,unhealthy for sensitive groups,pm10,46,2021-09-01,46,46,65.0,19:33:40,30-08-21
2067,chennai,unhealthy for sensitive groups,pm10,46,2021-09-02,46,46,65.0,19:33:40,30-08-21
2068,chennai,unhealthy for sensitive groups,pm10,52,2021-09-03,58,46,65.0,19:33:40,30-08-21
2069,chennai,unhealthy for sensitive groups,pm10,46,2021-09-04,46,46,65.0,19:33:40,30-08-21
2070,chennai,unhealthy for sensitive groups,pm10,46,2021-09-05,46,28,65.0,19:33:40,30-08-21
2071,chennai,unhealthy for sensitive groups,pm25,89,2021-08-28,89,89,65.0,19:33:40,30-08-21
2072,chennai,unhealthy for sensitive groups,pm25,85,2021-08-29,89,74,65.0,19:33:40,30-08-21
2073,chennai,unhealthy for sensitive groups,pm25,81,2021-08-30,89,68,65.0,19:33:40,30-08-21
2074,chennai,unhealthy for sensitive groups,pm25,95,2021-08-31,124,89,65.0,19:33:40,30-08-21
2075,chennai,unhealthy for sensitive groups,pm25,129,2021-09-01,138,89,65.0,19:33:40,30-08-21
2076,chennai,unhealthy for sensitive groups,pm25,134,2021-09-02,138,89,65.0,19:33:40,30-08-21
2077,chennai,unhealthy for sensitive groups,pm25,138,2021-09-03,138,138,65.0,19:33:40,30-08-21
2078,chennai,unhealthy for sensitive groups,pm25,118,2021-09-04,138,89,65.0,19:33:40,30-08-21
2079,chennai,unhealthy for sensitive groups,pm25,108,2021-09-05,135,68,65.0,19:33:40,30-08-21
2080,newyork,unhealthy for sensitive groups,uvi,0,2021-08-29,0,0,117.0,19:33:42,30-08-21
2081,newyork,unhealthy for sensitive groups,uvi,1,2021-08-30,4,0,117.0,19:33:42,30-08-21
2082,newyork,unhealthy for sensitive groups,uvi,1,2021-08-31,7,0,117.0,19:33:42,30-08-21
2083,newyork,unhealthy for sensitive groups,uvi,0,2021-09-01,1,0,117.0,19:33:42,30-08-21
2084,newyork,unhealthy for sensitive groups,uvi,0,2021-09-02,4,0,117.0,19:33:42,30-08-21
2085,newyork,unhealthy for sensitive groups,uvi,1,2021-09-03,3,0,117.0,19:33:42,30-08-21
2086,newyork,unhealthy for sensitive groups,o3,10,2021-08-28,18,1,117.0,19:33:42,30-08-21
2087,newyork,unhealthy for sensitive groups,o3,8,2021-08-29,12,5,117.0,19:33:42,30-08-21
2088,newyork,unhealthy for sensitive groups,o3,7,2021-08-30,25,1,117.0,19:33:42,30-08-21
2089,newyork,unhealthy for sensitive groups,o3,3,2021-08-31,33,1,117.0,19:33:42,30-08-21
2090,newyork,unhealthy for sensitive groups,o3,6,2021-09-01,17,1,117.0,19:33:42,30-08-21
2091,newyork,unhealthy for sensitive groups,o3,12,2021-09-02,18,6,117.0,19:33:42,30-08-21
2092,newyork,unhealthy for sensitive groups,o3,9,2021-09-03,15,1,117.0,19:33:42,30-08-21
2093,newyork,unhealthy for sensitive groups,pm10,15,2021-08-28,36,5,117.0,19:33:42,30-08-21
2094,newyork,unhealthy for sensitive groups,pm10,11,2021-08-29,16,6,117.0,19:33:42,30-08-21
2095,newyork,unhealthy for sensitive groups,pm10,18,2021-08-30,22,11,117.0,19:33:42,30-08-21
2096,newyork,unhealthy for sensitive groups,pm10,17,2021-08-31,42,7,117.0,19:33:42,30-08-21
2097,newyork,unhealthy for sensitive groups,pm10,23,2021-09-01,48,13,117.0,19:33:42,30-08-21
2098,newyork,unhealthy for sensitive groups,pm10,6,2021-09-02,13,3,117.0,19:33:42,30-08-21
2099,newyork,unhealthy for sensitive groups,pm10,5,2021-09-03,6,3,117.0,19:33:42,30-08-21
2100,newyork,unhealthy for sensitive groups,pm25,46,2021-08-28,104,12,117.0,19:33:42,30-08-21
2101,newyork,unhealthy for sensitive groups,pm25,22,2021-08-29,29,12,117.0,19:33:42,30-08-21
2102,newyork,unhealthy for sensitive groups,pm25,55,2021-08-30,67,29,117.0,19:33:42,30-08-21
2103,newyork,unhealthy for sensitive groups,pm25,47,2021-08-31,86,23,117.0,19:33:42,30-08-21
2104,newyork,unhealthy for sensitive groups,pm25,66,2021-09-01,97,49,117.0,19:33:42,30-08-21
2105,newyork,unhealthy for sensitive groups,pm25,17,2021-09-02,48,5,117.0,19:33:42,30-08-21
2106,newyork,unhealthy for sensitive groups,pm25,11,2021-09-03,14,8,117.0,19:33:42,30-08-21
2107,new delhi,unhealthy for sensitive groups,uvi,1,2021-08-30,7,0,77.0,19:33:43,30-08-21
2108,new delhi,unhealthy for sensitive groups,uvi,1,2021-08-31,5,0,77.0,19:33:43,30-08-21
2109,new delhi,unhealthy for sensitive groups,uvi,1,2021-09-01,6,0,77.0,19:33:43,30-08-21
2110,new delhi,unhealthy for sensitive groups,uvi,1,2021-09-02,5,0,77.0,19:33:43,30-08-21
2111,new delhi,unhealthy for sensitive groups,uvi,1,2021-09-03,6,0,77.0,19:33:43,30-08-21
2112,new delhi,unhealthy for sensitive groups,uvi,0,2021-09-04,0,0,77.0,19:33:43,30-08-21
2113,new delhi,unhealthy for sensitive groups,o3,8,2021-08-28,38,1,77.0,19:33:43,30-08-21
2114,new delhi,unhealthy for sensitive groups,o3,9,2021-08-29,38,2,77.0,19:33:43,30-08-21
2115,new delhi,unhealthy for sensitive groups,o3,4,2021-08-30,15,1,77.0,19:33:43,30-08-21
2116,new delhi,unhealthy for sensitive groups,o3,2,2021-08-31,13,1,77.0,19:33:43,30-08-21
2117,new delhi,unhealthy for sensitive groups,o3,1,2021-09-01,4,1,77.0,19:33:43,30-08-21
2118,new delhi,unhealthy for sensitive groups,o3,1,2021-09-02,4,1,77.0,19:33:43,30-08-21
2119,new delhi,unhealthy for sensitive groups,o3,4,2021-09-03,23,1,77.0,19:33:43,30-08-21
2120,new delhi,unhealthy for sensitive groups,o3,1,2021-09-04,1,1,77.0,19:33:43,30-08-21
2121,new delhi,unhealthy for sensitive groups,pm10,86,2021-08-28,87,86,77.0,19:33:43,30-08-21
2122,new delhi,unhealthy for sensitive groups,pm10,70,2021-08-29,85,55,77.0,19:33:43,30-08-21
2123,new delhi,unhealthy for sensitive groups,pm10,52,2021-08-30,58,46,77.0,19:33:43,30-08-21
2124,new delhi,unhealthy for sensitive groups,pm10,49,2021-08-31,57,32,77.0,19:33:43,30-08-21
2125,new delhi,unhealthy for sensitive groups,pm10,51,2021-09-01,58,33,77.0,19:33:43,30-08-21
2126,new delhi,unhealthy for sensitive groups,pm10,51,2021-09-02,62,28,77.0,19:33:43,30-08-21
2127,new delhi,unhealthy for sensitive groups,pm10,57,2021-09-03,73,46,77.0,19:33:43,30-08-21
2128,new delhi,unhealthy for sensitive groups,pm10,54,2021-09-04,62,46,77.0,19:33:43,30-08-21
2129,new delhi,unhealthy for sensitive groups,pm10,56,2021-09-05,58,46,77.0,19:33:43,30-08-21
2130,new delhi,unhealthy for sensitive groups,pm25,159,2021-08-28,159,159,77.0,19:33:43,30-08-21
2131,new delhi,unhealthy for sensitive groups,pm25,159,2021-08-29,162,151,77.0,19:33:43,30-08-21
2132,new delhi,unhealthy for sensitive groups,pm25,145,2021-08-30,159,128,77.0,19:33:43,30-08-21
2133,new delhi,unhealthy for sensitive groups,pm25,142,2021-08-31,157,89,77.0,19:33:43,30-08-21
2134,new delhi,unhealthy for sensitive groups,pm25,145,2021-09-01,159,89,77.0,19:33:43,30-08-21
2135,new delhi,unhealthy for sensitive groups,pm25,144,2021-09-02,162,89,77.0,19:33:43,30-08-21
2136,new delhi,unhealthy for sensitive groups,pm25,153,2021-09-03,174,138,77.0,19:33:43,30-08-21
2137,new delhi,unhealthy for sensitive groups,pm25,150,2021-09-04,162,138,77.0,19:33:43,30-08-21
2138,new delhi,unhealthy for sensitive groups,pm25,156,2021-09-05,159,138,77.0,19:33:43,30-08-21
2139,kolkata,unhealthy for sensitive groups,uvi,2,2021-08-28,8,0,70.0,19:33:45,30-08-21
2140,kolkata,unhealthy for sensitive groups,uvi,2,2021-08-29,8,0,70.0,19:33:45,30-08-21
2141,kolkata,unhealthy for sensitive groups,uvi,1,2021-08-30,5,0,70.0,19:33:45,30-08-21
2142,kolkata,unhealthy for sensitive groups,uvi,2,2021-08-31,9,0,70.0,19:33:45,30-08-21
2143,kolkata,unhealthy for sensitive groups,uvi,2,2021-09-01,7,0,70.0,19:33:45,30-08-21
2144,kolkata,unhealthy for sensitive groups,uvi,2,2021-09-02,8,0,70.0,19:33:45,30-08-21
2145,kolkata,unhealthy for sensitive groups,uvi,2,2021-09-03,7,0,70.0,19:33:45,30-08-21
2146,kolkata,unhealthy for sensitive groups,uvi,0,2021-09-04,0,0,70.0,19:33:45,30-08-21
2147,kolkata,unhealthy for sensitive groups,o3,2,2021-08-28,5,1,70.0,19:33:45,30-08-21
2148,kolkata,unhealthy for sensitive groups,o3,4,2021-08-29,10,2,70.0,19:33:45,30-08-21
2149,kolkata,unhealthy for sensitive groups,o3,1,2021-08-30,2,1,70.0,19:33:45,30-08-21
2150,kolkata,unhealthy for sensitive groups,o3,1,2021-08-31,2,1,70.0,19:33:45,30-08-21
2151,kolkata,unhealthy for sensitive groups,o3,1,2021-09-01,1,1,70.0,19:33:45,30-08-21
2152,kolkata,unhealthy for sensitive groups,o3,1,2021-09-02,2,1,70.0,19:33:45,30-08-21
2153,kolkata,unhealthy for sensitive groups,o3,1,2021-09-03,1,1,70.0,19:33:45,30-08-21
2154,kolkata,unhealthy for sensitive groups,o3,1,2021-09-04,1,1,70.0,19:33:45,30-08-21
2155,kolkata,unhealthy for sensitive groups,pm10,33,2021-08-28,50,19,70.0,19:33:45,30-08-21
2156,kolkata,unhealthy for sensitive groups,pm10,25,2021-08-29,38,14,70.0,19:33:45,30-08-21
2157,kolkata,unhealthy for sensitive groups,pm10,22,2021-08-30,35,10,70.0,19:33:45,30-08-21
2158,kolkata,unhealthy for sensitive groups,pm10,24,2021-08-31,38,8,70.0,19:33:45,30-08-21
2159,kolkata,unhealthy for sensitive groups,pm10,37,2021-09-01,66,19,70.0,19:33:45,30-08-21
2160,kolkata,unhealthy for sensitive groups,pm10,27,2021-09-02,42,19,70.0,19:33:45,30-08-21
2161,kolkata,unhealthy for sensitive groups,pm10,33,2021-09-03,46,23,70.0,19:33:45,30-08-21
2162,kolkata,unhealthy for sensitive groups,pm10,33,2021-09-04,46,20,70.0,19:33:45,30-08-21
2163,kolkata,unhealthy for sensitive groups,pm10,41,2021-09-05,51,19,70.0,19:33:45,30-08-21
2164,kolkata,unhealthy for sensitive groups,pm25,98,2021-08-28,150,65,70.0,19:33:45,30-08-21
2165,kolkata,unhealthy for sensitive groups,pm25,80,2021-08-29,113,42,70.0,19:33:45,30-08-21
